Response ID,Time Started,Date Submitted,Referer,IP Address Hash,IP Country,IP City,IP State/Region,Residency,Black/African American:Race/Ethnicity (check any that apply),Asian:Race/Ethnicity (check any that apply),"LatinX (Hispanic, Latino, or Spanish):Race/Ethnicity (check any that apply)",Middle Eastern/North African:Race/Ethnicity (check any that apply),Native American:Race/Ethnicity (check any that apply),Pacific Islander:Race/Ethnicity (check any that apply),White:Race/Ethnicity (check any that apply),"I consider myself a member of an historically excluded group (e.g. Person of Color, LGBTQ)",Age,Gender,Mental Health Issues:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Homelessness:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Substance Abuse:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Protests and Demonstrations:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Traffic:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Intimate Partner Violence:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,"Do you believe police officers treat every community member with equal fairness and respect without considering their race, gender, age, religion or sexual orientation?","Have you or someone you know experienced  physical mistreatment, harassment, or intimidation by a police officer?","If yes, please elaborate","Requiring de-escalation and strict guidelines on using force, especially deadly force:Please indicate which of the following changes to policing you support:",Requiring mandatory body camera use and the automatic release of bodycam footage with 30 days of any major incident:Please indicate which of the following changes to policing you support:,"Publicly releasing all data on police interactions that require filing a report, including the race of the community members?:Please indicate which of the following changes to policing you support:","Ending profiling, ""Stop and Frisk"", and policing of minor issues:Please indicate which of the following changes to policing you support:",Requiring strong civilian oversight boards that can set policy and investigate complaints:Please indicate which of the following changes to policing you support:,"Prioritizing resources towards rigorous training to reinforce policies, including testing for bias in shoot/don't shoot decision making:Please indicate which of the following changes to policing you support:","Banning No Knock, and Knock and Enter warrants:Please indicate which of the following changes to policing you support:","Restricting the purchase, use, and deployment of military equipment:Please indicate which of the following changes to policing you support:",Removing any barriers in police contracts to effective misconduct investigations and civilian oversight:Please indicate which of the following changes to policing you support:,"Has anyone stolen something from you, your car, or your residence in the past 12 months, or have you been the victim of a crime?",How many times have you been involved in a traffic stop with a member of the Saratoga Springs Police Department?,How many times have you had contact with a member of the Saratoga Springs Police Department for something other than a traffic stop?,The SSPD listens to local residents and understands the issues that affect your neighborhood:Do you agree with the following statements?,The SSPD works together with community members to solve local problems.:Do you agree with the following statements?,I trust the SSPD to make decisions that are good for everyone in our city:Do you agree with the following statements?,The SSPD is effective at fighting crime:Do you agree with the following statements?,I trust the SSPD to investigate and discipline its own officers:Do you agree with the following statements?,"If I have a complaint against SSPD, I am confident it will be acted on objectively and respectfully:Do you agree with the following statements?",I can count on the SSPD to be there when I need them:Do you agree with the following statements?,"SSPD Officers uniformly treat people with fairness and respect without considering their race, gender, age, religion or sexual orientation:Do you agree with the following statements?",I approve of having police patrol my local neighborhood daily:Do you agree with the following statements?,I would like more officers moved from cars to out on foot patrol walking a beat:Do you agree with the following statements?,"Overall, how satisfied are you with the Saratoga Springs Police Department?",How would you improve the SSPD?,Entered Email
196,"Jan 26, 2021 2:49:57 PM","Jan 26, 2021 3:35:31 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,YZK68er8hOiTDmntc5IqCg==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,1,1,1,,,,,,1,0,,0,1,1,0,0,1,2,0,0,0,0,0,5,5,5,5,5,5,5,5,5,4,5,,No
197,"Jan 26, 2021 3:25:52 PM","Jan 26, 2021 3:28:36 PM",https://t.co/GcVavWe54R,1xjkhxjVIUkS2CuuflqaJA==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,1,1,1,1,,,,,,2,0,,1,1,1,1,1,1,1,1,1,0,0,2,3,2,2,4,2,4,4,3,3,3,4,,No
198,"Jan 26, 2021 3:29:10 PM","Jan 26, 2021 3:31:01 PM",http://m.facebook.com,gzBQrcZiglYQqW15UeZevA==,United States,Saratoga Springs,NY,2,,,,,,,7,1,5,1,1,1,1,,,1,,,,,,,,,,,,,,,0,1,3,4,4,3,4,2,3,4,4,4,3,4,,No
199,"Jan 26, 2021 4:16:53 PM","Jan 26, 2021 4:16:53 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,msPcBKRXuhux0r4AZUBqXw==,United States,Bradenton,FL,1,,,,,,,7,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
200,"Jan 26, 2021 4:23:40 PM","Jan 26, 2021 4:27:36 PM",http://m.facebook.com,uiEajZtb6u5uw5nmGsQhEg==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,1,1,,,,,,,0,0,,1,1,1,2,2,1,1,0,1,0,0,2,4,4,4,4,1,1,4,3,4,4,4,,No
201,"Jan 26, 2021 4:33:49 PM","Jan 31, 2021 3:15:36 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,QVMqkHtcFfs0dQwNGBlhHw==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,,,,,,,,,2,0,,1,2,2,1,2,1,1,2,2,0,1,1,3,4,4,4,4,4,4,3,4,4,4,,No
202,"Jan 26, 2021 4:54:34 PM","Jan 26, 2021 5:00:42 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,W0ECU6Uu2qddgZIh4d9kjw==,United States,Ballston Spa,NY,1,,,3,4,,,7,1,4,1,1,1,,,,,,,2,0,,1,1,1,1,1,1,1,1,1,0,0,,4,4,4,3,4,3,4,1,4,2,3,They should not mention race or color at all ever. I know of 2 such incidents where the officer asked if the possible perp was black. One involved myself and another 2nd incident involved my neighbor,Yes
203,"Jan 26, 2021 4:55:12 PM","Jan 26, 2021 4:59:00 PM",https://mail.saratogapolice.org/m/zmain,1NQH3vuw3RQFls0GIwfr/A==,United States,Ballston Spa,NY,2,,,,,,,7,0,3,2,1,,,,,,,,1,0,,0,2,0,0,0,1,0,0,2,0,0,0,5,5,5,5,5,5,5,5,5,3,5,,No
204,"Jan 26, 2021 4:58:33 PM","Jan 26, 2021 4:58:33 PM",http://m.facebook.com,MCHEK2dMmIp2ScTDUr62eQ==,United States,Albany,NY,1,,,,,,,7,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
205,"Jan 26, 2021 5:18:35 PM","Jan 26, 2021 5:21:03 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,ryXvXhvwc0FrpxlcJSkx1w==,United States,Ballston Spa,NY,2,,,,,,,7,0,3,1,,1,,,,,,,1,0,,2,2,0,0,0,1,0,0,0,0,1,4,5,5,5,4,4,5,5,5,5,3,5,,No
206,"Jan 26, 2021 5:20:18 PM","Jan 26, 2021 5:22:52 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,TrUuqqY5MMm6WVAf+QnmoQ==,United States,Corinth,NY,2,,,,,,,7,0,4,2,,,,,,,,,2,1,,2,2,1,0,0,1,0,0,0,0,0,4,5,5,5,5,5,5,5,5,5,4,5,,No
207,"Jan 26, 2021 5:22:27 PM","Jan 26, 2021 5:28:12 PM",https://mail.saratogapolice.org/m/zmain,1NQH3vuw3RQFls0GIwfr/A==,United States,Ballston Spa,NY,2,,,,,,,7,0,3,1,,1,,,,,,,1,0,,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,No
208,"Jan 26, 2021 5:54:45 PM","Jan 26, 2021 7:37:20 PM",https://saratogaspringspolitics.wordpress.com/,sFRFL6cZbW5zud0wbXDu0g==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,2,1,1,1,,,1,,,2,0,,1,1,2,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,No
209,"Jan 26, 2021 5:57:56 PM","Jan 26, 2021 6:01:17 PM",http://m.facebook.com,iJc2MczKt+a77NJAj/g30w==,United States,Clifton Park,NY,2,,,,,,,7,1,4,1,1,1,1,,,,,,0,0,,1,1,1,1,2,1,1,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,,No
210,"Jan 26, 2021 5:59:42 PM","Jan 26, 2021 6:02:40 PM",android-app://m.facebook.com/,Y4aXZELp9/z1+EhX6mRUhA==,United States,Wappingers Falls,NY,1,,,,,,,7,0,5,1,1,1,1,,,,,,1,0,,1,1,0,2,2,2,2,0,,,,,,,,,,,,,,,,,No
211,"Jan 26, 2021 6:01:29 PM","Jan 26, 2021 6:04:26 PM",http://m.facebook.com,H6ttSYZvZ+WP2Hen5Ly0KQ==,United States,Kingston,NY,3,,,,,,,7,0,4,1,1,1,1,1,1,1,,,0,1,I reported a rape and was not believed by the police to the point that they refused to help me ,1,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,1,1,3,3,1,3,3,,Yes
212,"Jan 26, 2021 6:01:37 PM","Jan 26, 2021 6:04:38 PM",http://m.facebook.com,2WrYQIDZSKUOaOp1gzaWag==,United States,Clifton Park,NY,4,,,,,,,7,0,4,2,,1,1,,,,,,1,0,,2,0,0,0,0,1,0,0,0,0,1,1,4,4,4,4,3,3,5,4,4,3,4,,No
213,"Jan 26, 2021 6:04:28 PM","Jan 26, 2021 6:04:49 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,xwl9Oquu89TqJrATfnAL+Q==,United States,Hudson Falls,NY,3,,,,,,,7,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
214,"Jan 26, 2021 6:07:24 PM","Jan 26, 2021 6:12:08 PM",android-app://m.facebook.com/,Y4aXZELp9/z1+EhX6mRUhA==,United States,Wappingers Falls,NY,1,,,,,,,7,0,5,1,1,1,1,,,,,,1,0,,1,1,1,2,2,2,2,0,0,0,0,1,5,5,5,5,4,4,5,4,5,3,5,"I fully support the SSPD. I observed tremendous restraint on their part this past summer, as they were under very tense situations  on several occasions. ",Yes
215,"Jan 26, 2021 6:09:59 PM","Jan 26, 2021 6:14:16 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,lJULcEuHozEncm39JFk+QQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,1,1,,,,,,1,0,,1,0,2,1,0,1,0,1,2,1,1,3,4,4,4,4,4,4,4,4,5,3,5,,No
216,"Jan 26, 2021 6:10:31 PM","Jan 26, 2021 6:14:17 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,kz23K0n17z1Rv0XGj4XSNA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,1,,,,,,,,,,,,,,,0,1,1,4,3,3,4,3,4,4,4,4,3,4,,No
217,"Jan 26, 2021 6:10:55 PM","Jan 26, 2021 6:28:11 PM",http://m.facebook.com,0SV/bgutZ15DFG/kVvAfrw==,United States,Ballston Spa,NY,2,,,,,,,7,0,4,1,1,1,1,,,,,,0,1,"My husband was stopped for no apparent reason back in 1992 in [location redacted - not Saratoga Springs] after being seen as a black man only for the officer to tell him ""we don't like your kind here, go back to where you came from"". My husband said nothing and was left to proceed home. Or how about as we drove under a yellow light in [location redacted - not Saratoga Springs] back in 2013 an officer sitting at the red light pulled us over saying we went through a red (clearly he would have been in the roadway if it was green on his side because the light turns quick) husband was driving police officer giving him a hard time then seen me being white in passenger side let us go. ",1,1,1,1,1,1,2,2,2,0,1,0,3,3,3,3,4,3,3,3,4,3,3,All police officers have to be re-educated quarterly that ALL humans are the same except skin color and beliefs. STOP PROFILING.  There is no reason to fire upon anyone unless that is the last resort and then only wound them not kill them (shoot a leg or arm) unless a gun shot is fired at the police directly and there's no other option. Body cam on at ALL times while on duty. ,No
218,"Jan 26, 2021 6:12:26 PM","Jan 26, 2021 6:15:09 PM",https://m.facebook.com/,NORFhPlR6Rpv1wj3Lese2w==,United States,Saratoga Springs,NY,2,,,,,,,7,0,3,2,,1,,,,,,,1,0,,2,2,2,2,0,2,2,2,0,1,1,3,5,4,5,4,4,4,4,5,5,3,5,,No
219,"Jan 26, 2021 6:19:00 PM","Jan 26, 2021 6:19:29 PM",android-app://m.facebook.com/,Y4aXZELp9/z1+EhX6mRUhA==,United States,Wappingers Falls,NY,1,,,,,,,,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
220,"Jan 26, 2021 6:26:17 PM","Jan 26, 2021 6:31:00 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,z3lnGWCu80QRSKpvUPxlsQ==,United States,Saratoga Springs,NY,1,1,,,,,,,1,4,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,No
221,"Jan 26, 2021 6:30:13 PM","Jan 26, 2021 6:37:46 PM",http://m.facebook.com,DCLmYWjiPjSJ8IBpGRwKJQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,1,1,,,1,1,Concerns about children at schools,0,0,,1,1,2,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,3,2,4,4,3,"When officers are doing community work like visits to schools, riding around neighborhoods, or working with the public in any capacity is not enforcing laws, they should not be wearing their firearm and other weapons. It is intimidating to people, especially those of the marginalized communities and those people who have experienced gun violence in the past. ",No
222,"Jan 26, 2021 6:41:07 PM","Jan 26, 2021 6:41:13 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,EWHlGOXqpE/pCyAI7mjajw==,United States,Clifton Park,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
223,"Jan 26, 2021 6:42:43 PM","Jan 26, 2021 6:47:03 PM",http://m.facebook.com,J0jYn0amVyOnHGnPdjsLUQ==,United States,Clifton Park,NY,2,,,,,,,7,1,3,1,1,1,1,,,,,,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,3,3,2,3,2,2,4,2,3,3,3,,No
224,"Jan 26, 2021 6:46:03 PM","Jan 26, 2021 6:55:10 PM",http://m.facebook.com/,/X3yczyBnzdjaoQdHIKKIQ==,United States,Brooklyn,NY,3,,,,,,,7,0,3,2,1,1,1,1,1,1,,,0,1,Guy I know was thrown down a flight of stairs while trying to report a crime. I have had a cop lie to try and make a case against me but luckily my family had money for a lawyer to get him caught and suspended if not for my privilege my life could have been ruined. ,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,1,1,1,2,1,1,1,1,Defund them ,No
225,"Jan 26, 2021 6:48:10 PM","Jan 26, 2021 6:51:27 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,rBg+iC5EmCQRbtXockIaGQ==,United States,Clayville,NY,1,1,,,,,,,1,3,3,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,No
226,"Jan 26, 2021 6:57:23 PM","Jan 26, 2021 7:02:07 PM",https://mail.saratogapolice.org/,KDyFUT94ncWnviKzX7ZIAA==,United States,Albany,NY,4,,,,,,,7,0,3,1,,1,,,,,,,1,0,,1,1,0,0,0,1,0,0,0,0,0,0,4,5,5,4,5,5,5,5,5,3,5,,Yes
227,"Jan 26, 2021 7:21:56 PM","Jan 26, 2021 7:27:12 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,2vXLyzCeqZXDfMBlKoh1mg==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,1,1,1,1,1,,1,,,0,1,During a peaceful protests my friends were pepper sprayed by police.,1,1,1,1,1,1,1,1,1,0,1,0,4,4,2,4,2,2,4,2,5,5,3,Racial and sensitively training ,Yes
228,"Jan 27, 2021 5:11:36 PM","Jan 27, 2021 5:11:36 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,msPcBKRXuhux0r4AZUBqXw==,United States,Bradenton,FL,1,,,,,,,7,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
229,"Jan 26, 2021 7:39:03 PM","Jan 26, 2021 7:44:27 PM",https://m.facebook.com/,DYfsOpLNovyHsCs1PYfCUw==,United States,Utica,NY,4,,,,,,,7,1,4,2,1,1,1,1,1,1,1,All,0,1,"I have witnessed the terrible behavior of police in several occasions.  Most notably during chowder fest.  Heavy handed, these officers had no business working with the public, let alone being on a police force",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Disband/Refund.  They have zero business working as police.  They should not work with the public period.,No
230,"Jan 26, 2021 7:45:33 PM","Jan 27, 2021 10:41:16 AM",https://saratogaspringspolitics.wordpress.com/,sFRFL6cZbW5zud0wbXDu0g==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,2,1,1,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,No
231,"Jan 26, 2021 8:06:05 PM","Jan 26, 2021 8:10:42 PM",http://m.facebook.com/,3rtChtnSIae2whhXb5jOFw==,United States,New York,NY,2,1,,,,,,,1,3,1,1,1,1,1,,1,,,0,1,,1,1,1,1,1,1,1,1,1,0,2,1,3,1,2,3,1,1,3,3,2,4,3,,No
232,"Jan 26, 2021 8:09:13 PM","Jan 26, 2021 10:36:48 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,33m3j2IxRRoY7LAOUPrF9Q==,United States,Saratoga Springs,NY,1,,,,,,,7,0,3,2,1,1,1,1,1,1,,,0,1,Extreme disrespect at traffic stops. Aggression and mishandling of peaceful protests,1,2,1,1,1,1,,1,1,0,0,1,1,1,1,3,1,1,4,1,1,3,1,Reconciliation needed after several serious conflicts with the community. Civilian review is needed. More diversity. Too much power in the police union. Too little accountability to the community. Too much MONEY being spent for too little service.,Yes
233,"Jan 26, 2021 8:13:58 PM","Jan 26, 2021 8:16:39 PM",https://mail.saratogapolice.org/,84KQKkn4gFGd9z+T9NbffQ==,United States,Clayville,NY,4,,,,,,,7,0,3,1,1,1,1,,,,,,1,0,,2,2,2,2,0,1,0,0,0,,,,,,,,,,,,,,,,No
234,"Jan 26, 2021 8:14:30 PM","Jan 26, 2021 8:17:35 PM",https://mail.saratogapolice.org/m/zmain,ibjlxWNNNFnK6bBPcGvkeA==,United States,Saratoga Springs,NY,1,1,,,,,,,1,4,3,,,,,,,,,1,0,,0,0,0,0,0,0,0,0,2,1,3,3,5,5,5,5,5,5,5,5,5,4,5,,No
235,"Jan 26, 2021 8:27:47 PM","Jan 26, 2021 8:30:50 PM",http://m.facebook.com,56D0RcO9EA+hW60reIjwNQ==,United States,Queensbury,NY,3,,,,,,,7,1,3,2,1,1,1,,,1,,,0,1,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,Yes
236,"Jan 26, 2021 8:29:41 PM","Jan 26, 2021 8:32:16 PM",http://m.facebook.com/,JKtnKhENBujAaPaVvT+l2w==,United States,,IL,3,,,,,,,7,1,2,1,1,1,1,1,1,1,,,0,1,,1,1,2,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,1,1,2,1,,No
237,"Jan 26, 2021 8:35:26 PM","Jan 26, 2021 8:35:26 PM",https://l.facebook.com/,G1MUbMnDFuACnOQ0eu73mA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
238,"Jan 26, 2021 8:37:04 PM","Jan 26, 2021 8:42:04 PM",http://m.facebook.com,lpudBJ/CE81HPj2QIICm0g==,United States,Brooklyn,NY,1,,,,,,,7,0,4,1,1,1,1,1,1,1,,,0,0,,1,1,1,1,1,1,1,1,1,0,1,2,2,1,1,3,1,2,3,2,2,3,2,"I would recommend distributing work to non armed resources, ensure rigorous protections of citizens in interactions with police, and have more transparent dialogue (aka without police union interference/oversight) between the SSPD and the residents they are supposed to protect.",No
239,"Jan 26, 2021 8:37:49 PM","Jan 26, 2021 8:37:49 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,fhD+RbhJK/RhBhcrwgH0WA==,Netherlands,Amsterdam,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
240,"Jan 26, 2021 8:38:43 PM","Jan 26, 2021 8:43:00 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,iUjEeFxfOBY/kwHUL8ntMQ==,United States,Corinth,NY,2,,,,,,,7,0,4,1,1,1,,,,,,,1,0,,0,1,0,0,0,1,0,2,0,0,0,0,4,5,5,5,5,5,5,5,5,3,4,,No
241,"Jan 26, 2021 8:41:56 PM","Jan 26, 2021 8:41:56 PM",http://m.facebook.com,E3QvLkK+4raT9ZUIEDld/g==,United States,Schenectady,NY,2,,,,,,,7,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
242,"Jan 26, 2021 8:44:56 PM","Jan 26, 2021 8:48:19 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,TO6Rc4quC5JJ2OWF4GiPCA==,United States,Ballston Spa,NY,1,,,,,,,7,0,4,1,1,1,1,,,1,,,2,0,,1,1,1,2,0,2,2,1,1,1,0,4,4,5,5,4,3,4,5,4,5,4,5,,Yes
243,"Jan 26, 2021 8:56:14 PM","Jan 26, 2021 8:59:33 PM",http://m.facebook.com/,NPpIlfdIBgxkL05Z5nxWqQ==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,,1,,,,,,,1,0,,1,2,1,0,0,2,0,0,0,,,,,,,,,,,,,,,,No
244,"Jan 26, 2021 8:56:42 PM","Jan 26, 2021 9:05:33 PM",https://l.facebook.com/,JfGiDT+LSquz6mTrFv4+XQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,,1,,,,,1,"When it crosses over into violence , it can become a police issue.",1,0,,0,0,0,1,0,1,0,0,0,1,0,3,5,5,5,5,5,3,5,5,5,3,5,SSPD have always done an excellent job. Have always responded to my phone inquiries. Defunding the police is a disgusting tactic - If it becomes evident there is a bad cop it should be taken care of immediately. That cop should not be protected. 1 bad cop doesn't mean they are all bad. Shamefully that happened in this country. It cannot happen here. ,Yes
245,"Jan 26, 2021 8:56:51 PM","Jan 26, 2021 8:59:49 PM",http://m.facebook.com,RTed+v7R7vBv+/hhJSI9xQ==,United States,Brooklyn,NY,2,,,,,,,7,0,3,2,,,,,,,,,1,0,,2,1,0,2,0,1,0,0,0,0,0,2,4,4,5,4,4,4,5,4,5,3,5,,No
246,"Jan 26, 2021 8:57:54 PM","Jan 26, 2021 9:19:23 PM",http://m.facebook.com/,6xeraMVVCQd8x+uknnmL6g==,United States,Saratoga Springs,NY,2,,,,,,,7,0,3,1,1,1,1,,,,,,0,1,,1,1,1,1,1,1,1,1,1,0,1,1,2,2,2,2,1,1,2,1,3,3,2,I think the SSPD needs some serious de-escalation training as well as victim advocate training. I also think they could use some racial and lgtbq training.  It also wouldn't hurt to give them some science classes and respect social distancing and mask wearing protocols. ,No
247,"Jan 26, 2021 8:59:47 PM","Jan 26, 2021 9:04:19 PM",http://m.facebook.com/,WgvVHgRLXTP7Ag2v9A9YhQ==,United States,Schenectady,NY,3,,,,,,,7,1,4,1,1,1,1,1,,,,,0,0,,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,3,1,,No
248,"Jan 26, 2021 8:59:49 PM","Jan 26, 2021 8:59:49 PM",http://m.facebook.com,otPaqig1FoUEjM38B0TRvg==,United States,Albany,NY,4,,,,,,,7,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
249,"Jan 26, 2021 9:00:17 PM","Jan 26, 2021 9:05:48 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,uiWlVMixE8Yotk/rPiTOTw==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,1,1,1,,,,,,1,0,,0,2,0,0,0,2,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,4,5,,Yes
250,"Jan 26, 2021 9:00:37 PM","Jan 26, 2021 9:03:30 PM",http://m.facebook.com,R0MCM9t90t0S3hoYtwhzgA==,United States,Ballston Spa,NY,1,,,,,,,7,0,4,1,1,,1,,,,,,1,0,,0,0,0,0,0,0,1,0,0,1,2,2,5,5,5,5,5,4,5,5,5,3,5,,No
251,"Jan 26, 2021 9:00:55 PM","Jan 26, 2021 9:04:14 PM",http://m.facebook.com/,GQ0STlXujENRy3/0F607Tw==,United States,Schenectady,NY,3,,,,,,,7,0,4,2,,,1,,,,,,1,0,,2,0,0,0,0,0,2,0,0,0,0,0,5,5,5,5,5,5,5,5,5,3,5,,No
252,"Jan 26, 2021 9:00:59 PM","Jan 26, 2021 9:00:59 PM",http://m.facebook.com,8fmmShn4t8oYxYlBJQx1cA==,United States,Munnsville,NY,2,,,,,,,7,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
253,"Jan 26, 2021 9:02:05 PM","Jan 26, 2021 9:06:49 PM",http://m.facebook.com,H0h3OB/DNlKQFJMa5Ngu0g==,United States,Chatham,NJ,2,,,,,,,7,0,2,1,1,1,1,1,1,1,,,0,1,every single protest for BLM. ,1,1,1,1,1,1,1,1,1,0,0,2,1,1,2,3,1,2,4,1,1,1,1,enough with the racism and unnecessary intimidation for protests. ensure that ALL officers have body cameras. more bipoc representation. ,No
254,"Jan 26, 2021 9:03:09 PM","Jan 26, 2021 9:10:18 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,mJu5TuEYiDQb8ESj5W5Idg==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,2,1,1,1,,,,,,1,0,,1,1,2,2,2,1,2,2,2,0,1,0,4,3,4,4,4,4,4,4,4,2,4,,No
255,"Jan 26, 2021 9:04:38 PM","Jan 26, 2021 9:13:51 PM",https://m.facebook.com/,k40bwOnCm+hPYxO9vMBSJw==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,1,1,,,,,,0,1,"Being pulled over with my black daughter and two mixed race friends for the light on my license plate being out. An officer came up on either side of the car. Totally unnecessary and intimidating and unconvincing. They clearly thought something was up, pulled over and then let it drop when they realized they were just kids.  Multiple friends and family have been pulled over for driving while black, in addition to being asked questions for just existing.",1,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,No
256,"Jan 26, 2021 9:05:02 PM","Jan 26, 2021 9:07:25 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,Z6nUgBe+ULPuacBJRzOYKA==,United States,Brooklyn,NY,1,,,,,,,,1,4,1,,,1,,,,,,1,0,,2,2,2,2,0,2,2,2,2,0,1,3,4,4,5,5,5,5,5,5,5,4,5,I wish they had more funding so they could do more community policing,No
257,"Jan 26, 2021 9:10:37 PM","Jan 26, 2021 9:22:01 PM",http://m.facebook.com,ITKHaB5wEUJITU0wVZIe4w==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,,,,,,,,,1,0,,2,2,1,0,0,1,0,0,1,0,0,4,5,5,5,5,3,3,5,5,5,3,5,More bike cops Ticket motorcyclists who rev their pipes Let an outside agency Darryl mount incident for the sake of transparency and trust More tickets for speeding in town  Don't outsource true police work to social workers. Imagine the tragedy and PR disaster the first time a social worker is shot or stabbed  ,Yes
258,"Jan 26, 2021 9:11:40 PM","Jan 26, 2021 9:14:31 PM",http://m.facebook.com/,ipkyGARtxkaQwWbbPws84w==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,1,1,1,,1,,,1,0,,1,1,1,1,1,1,1,1,1,0,0,1,4,4,4,5,4,3,5,4,2,3,5,,No
